gropID  primID   auxID  Station name            Lat.(N)    Long.(E)     Xgrid    Ygrid      Elev  NXpos  NYpos   Last moved Date
123456  123456  123456  1234567890123456789  1234567890  1234567890  12345678  12345678  1234567  12345  12345  1234567890123456
------  ------  ------  -------------------  ----------  ----------  --------  --------  -------  -----  -----  ----------------
047156  000775  000775  ---------              35.17770   126.63538     54.33     74.70     35.4   54.0   75.0  2015.12.24.00:01
047184  000779  000779  ---------              33.39268   126.25809     47.73     35.60     38.8   48.0   36.0  2016.11.09.17:49
047184  000780  000780  ---------              33.27710   126.70430     55.93     33.11     26.4   56.0   33.0  2016.08.01.00:01
047184  000781  000781  ---------              33.51990   126.87770     59.05     38.47     18.0   59.0   38.0  2015.07.13.00:00
047184  000782  000782  ---------              33.38520   126.61950     54.35     35.47    760.3   54.0   35.0  2012.12.26.17:28
047156  000789  000789  ---------              34.87640   126.29330     48.26     68.08     12.0   48.0   68.0  2015.12.24.00:01
047156  000790  000790  ---------              34.53260   127.46740     69.43     60.80    136.0   69.0   61.0  2013.12.03.16:36
047143  000801  000801  ---------              36.62500   129.08800     96.85    107.21    215.0   97.0  107.0  2015.07.13.00:00
047143  000804  000804  ---------              36.19056   129.33920    101.62     97.94     37.2  102.0   98.0  2016.12.21.15:58
047143  000810  000810  ---------              35.92552   128.29851     83.52     91.53     36.6   84.0   92.0  2017.08.25.00:00
047143  000812  000812  ---------              35.69604   128.28214     83.38     86.53     41.5   83.0   87.0  2005.11.07.14:39
047143  000813  000813  ---------              35.65405   128.73183     91.36     85.86     76.3   91.0   86.0  2009.11.11.15:00
047143  000815  000815  ---------              36.65996   128.46461     85.96    107.59    102.1   86.0  108.0  2015.07.13.00:00
047143  000817  000817  ---------              36.78270   129.22141     99.04    110.72    390.0   99.0  111.0  2015.07.13.00:00
047143  000822  000822  ---------              36.08128   128.10164     79.96     94.83     83.3   80.0   95.0  2015.07.13.00:00
047143  000823  000823  ---------              36.24934   128.55577     87.83     98.71     82.4   88.0   99.0  2015.07.13.00:00
047143  000825  000825  ---------              36.03680   128.38350     84.95     94.00     29.4   85.0   94.0  2015.07.13.00:00
047143  000826  000826  ---------              36.04410   128.79230     92.13     94.39    126.2   92.0   94.0  2018.10.01.00:00
047143  000827  000827  ---------              35.82420   128.74280     91.43     89.57     63.0   91.0   90.0  2012.12.04.13:53
047143  000828  000828  ---------              35.69019   128.42384     85.89     86.47     24.2   86.0   86.0  2017.08.25.00:00
047143  000830  000830  ---------              36.06820   129.19940     99.27     95.18     45.0   99.0   95.0  2013.05.30.16:41
047143  000832  000832  ---------              36.38690   128.43970     85.71    101.64     61.0   86.0  102.0  2013.11.24.13:54
047143  000834  000834  ---------              36.44122   127.94420     77.00    102.58    285.6   77.0  103.0  2017.08.25.00:00
047143  000836  000836  ---------              36.28028   128.89877     93.82     99.59    323.0   94.0  100.0  2013.12.09.17:19
047143  000844  000844  ---------              36.43540   129.35851    101.74    103.28     23.0  102.0  103.0  2015.07.13.00:00
047143  000850  000850  ---------              35.78460   129.49060    104.66     89.23      2.7  105.0   89.0  2011.12.16.16:10
047143  000853  000853  ---------              36.01816   128.62148     89.15     93.72    571.6   89.0   94.0  2004.11.02.00:00
047184  000871  000871  ---------              33.36239   126.51804     52.50     34.96   1668.3   53.0   35.0  2010.12.02.12:35
047105  000875  000875  ---------              38.12106   128.46057     84.91    139.27   1595.7   85.0  139.0  2015.07.13.00:00
047105  000876  000876  ---------              37.45340   129.16820     97.53    125.23     67.6   98.0  125.0  2015.07.13.00:00
047105  000877  000877  ---------              37.31340   127.80480     74.14    121.47     85.0   74.0  121.0  2015.07.13.00:00
047105  000878  000878  ---------              37.22379   129.09608     96.49    120.21    814.2   96.0  120.0  2015.07.13.00:00
047105  000879  000879  ---------              37.66050   128.67970     88.98    129.41    851.0   89.0  129.0  2015.07.13.00:00
047159  000900  000900  ---------              35.62020   129.14330     98.67     85.39    123.0   99.0   85.0  2014.09.01.00:00
047159  000901  000901  ---------              35.48650   129.43559    103.97     82.69     83.0  104.0   83.0  2011.11.22.18:39
047159  000907  000907  ---------              34.92895   128.05971     79.87     69.69     23.2   80.0   70.0  2015.07.13.00:00
047159  000908  000908  ---------              35.11220   128.75369     92.15     74.07     10.0   92.0   74.0  2013.10.15.14:44
047159  000909  000909  ---------              34.78774   128.73824     92.12     66.98    111.5   92.0   67.0  2015.07.13.00:00
047159  000915  000915  ---------              35.41419   128.10281     80.37     80.30     86.9   80.0   80.0  2017.08.25.00:00
047159  000917  000917  ---------              35.03695   128.06767     79.95     72.06     23.5   80.0   72.0  2015.07.13.00:00
047159  000918  000918  ---------              34.99050   128.33090     84.69     71.17     11.0   85.0   71.0  2015.07.13.00:00
047159  000919  000919  ---------              35.55217   128.47588     86.90     83.50     24.3   87.0   84.0  2007.09.10.17:00
047159  000920  000920  ---------              35.29630   128.39920     85.71     77.88     10.0   86.0   78.0  2013.10.15.15:15
047159  000923  000923  ---------              35.27500   129.25110    100.88     77.95     65.0  101.0   78.0  2011.09.22.17:45
047159  000932  000932  ---------              35.06030   127.76640     74.56     72.44      8.0   75.0   72.0  2015.12.24.00:01
047159  000940  000940  ---------              35.20914   129.09013     98.08     76.40     70.1   98.0   76.0  2014.11.14.00:01
047159  000946  000946  ---------              35.77980   127.81830     75.13     88.14    324.9   75.0   88.0  2015.07.13.00:00
047113  047092  047092  YangyangAir            38.06667   128.66667     88.46    138.20     75.4   88.0  138.0  2002.02.25.01:00
047113  047110  047110  GimpoAir               37.55694   126.79750     56.71    126.47     11.4   57.0  126.0  1961.01.01.06:00
047113  047113  047113  IncheonAir             37.46250   126.43917     50.56    124.37      7.1   51.0  124.0  2000.09.01.01:00
047113  047128  047128  CheongjuAir            36.71667   127.50000     69.12    108.40     58.0   69.0  108.0  1997.04.22.01:00
047113  047151  047151  UlsanAir               35.59333   129.35222    102.39     84.96     12.6  102.0   85.0  1985.01.01.01:00
047113  047163  047163  MuanAir                34.99139   126.38306     49.85     70.60     10.9   50.0   71.0  2007.11.08.00:00
047113  047167  047167  YeosuAir               34.84667   127.61250     71.90     67.71     17.9   72.0   68.0  1978.08.01.09:00
047113  047139  047139  PohangAir              35.98330   129.41670    103.17     93.49     21.0  103.0   93.0  2007.09.01.00:00
047113  047142  047142  DaeguAir               35.89083   128.66112     89.94     90.98     35.4   90.0   91.0  2002.08.26.01:00
047113  047153  047153  GimhaeAir              35.16917   128.93443     95.33     75.42      4.0   95.0   75.0  1976.09.01.03:00
047113  047158  047158  GwangjuAir             35.12500   126.81167     57.49     73.57     12.8   57.0   74.0  2007.09.01.00:00
047113  047161  047161  SacheonAir             35.08333   128.06667     79.91     73.07      8.0   80.0   73.0  2007.09.01.00:00
047113  047182  047182  JejuAir                33.51667   126.50000     52.14     38.34     26.5   52.0   38.0  1965.11.01.09:00
